-90.0	-90.0
-86.8340501151	-87.3695956832
-86.572167838	-87.643512651
-90.0	-90.0
-86.8340501151	-88.4914122347
-90.0	-90.0
-86.572167838	-87.643512651
-90.0	-90.0
-87.9216988049	-86.572167838
-90.0	-90.0
-86.572167838	-87.9216988049
-90.0	-90.0
-86.8340501151	-86.3140473542
-88.2042869321	-88.2042869321
-88.2042869321	-87.643512651
-87.09981751	-86.0595676552
-89.6880748762	-88.7832123495
-85.0757164966	-86.572167838
-89.6880748762	-90.0
-90.0	-90.0
-87.3695956832	-87.643512651
-90.0	-90.0
-85.5610580402	-86.0595676552
-90.0	-90.0
-85.31679751	-87.09981751
-85.31679751	-87.3695956832
-85.31679751	-87.9216988049
-90.0	-90.0
-87.09981751	-88.2042869321
-86.3140473542	-86.572167838
-90.0	-90.0
-85.5610580402	-87.09981751
-90.0	-90.0
-85.8086100291	-88.2042869321
-90.0	-90.0
-85.5610580402	-87.09981751
-90.0	-90.0
-86.8340501151	-88.2042869321
-90.0	-90.0
-86.0595676552	-87.09981751
-90.0	-90.0
-88.2042869321	-86.8340501151
-90.0	-90.0
-87.09981751	-87.09981751
-90.0	-90.0
-85.8086100291	-87.9216988049
-90.0	-90.0
-86.0595676552	-85.5610580402
-90.0	-90.0
-85.31679751	-87.3695956832
-90.0	-90.0
-85.8086100291	-87.643512651
-90.0	-90.0
-85.8086100291	-87.3695956832
-85.8086100291	-86.8340501151
-90.0	-90.0
-88.2042869321	-88.7832123495
-90.0	-90.0
-89.0798273683	-86.572167838
-90.0	-90.0
-86.8340501151	-87.643512651
-90.0	-90.0
-85.8086100291	-87.3695956832
-90.0	-90.0
-86.0595676552	-86.0595676552
-90.0	-90.0
-85.8086100291	-87.09981751
-90.0	-90.0
-88.4914122347	-86.3140473542
-90.0	-90.0
-85.5610580402	-87.3695956832
-90.0	-90.0
-85.8086100291	-85.8086100291
-87.3695956832	-86.3140473542
-90.0	-90.0
-86.0595676552	-87.3695956832
-90.0	-90.0
-90.0	-90.0
-87.09981751	-86.8340501151
-90.0	-90.0
-86.572167838	-87.3695956832
-90.0	-90.0
-88.4914122347	-85.8086100291
-90.0	-90.0
-86.572167838	-88.4914122347
-90.0	-90.0
-86.572167838	-88.2042869321
-90.0	-90.0
-90.0	-90.0
-86.3140473542	-87.09981751
-88.7832123495	-87.09981751
-90.0	-90.0
-86.572167838	-86.8340501151
-90.0	-90.0
-88.7832123495	-86.8340501151
-90.0	-90.0
-86.8340501151	-87.3695956832
-90.0	-90.0
-87.3695956832	-87.3695956832
-90.0	-90.0
-87.09981751	-87.3695956832
-90.0	-90.0
-85.8086100291	-86.8340501151
-90.0	-90.0
-87.3695956832	-87.09981751
-90.0	-90.0
-88.7832123495	-87.643512651
-90.0	-90.0
-87.3695956832	-87.09981751
-90.0	-90.0
-87.09981751	-87.09981751
-90.0	-90.0
-86.572167838	-86.572167838
-90.0	-90.0
-86.0595676552	-87.09981751
-90.0	-90.0
-85.0757164966	-87.09981751
-90.0	-90.0
-87.09981751	-87.3695956832
-90.0	-90.0
-87.09981751	-87.643512651
-87.09981751	-86.8340501151
-90.0	-90.0
-87.3695956832	-87.643512651
-90.0	-90.0
-87.3695956832	-87.09981751
-90.0	-90.0
-86.3140473542	-87.09981751
-90.0	-90.0
-86.3140473542	-87.09981751
-90.0	-90.0
-85.5610580402	-86.572167838
-90.0	-90.0
-87.643512651	-87.3695956832
-90.0	-90.0
-86.3140473542	-87.643512651
-90.0	-90.0
-87.9216988049	-87.3695956832
-90.0	-90.0
-86.8340501151	-86.8340501151
-90.0	-90.0
-87.643512651	-88.7832123495
-90.0	-90.0
-86.3140473542	-86.572167838
-90.0	-90.0
-86.0595676552	-87.09981751
-90.0	-90.0
-85.31679751	-85.8086100291
-90.0	-90.0
-86.3140473542	-87.3695956832
-90.0	-90.0
-88.7832123495	-88.2042869321
-90.0	-90.0
-87.643512651	-87.643512651
-90.0	-90.0
-86.3140473542	-86.8340501151
-90.0	-90.0
-87.3695956832	-88.2042869321
-90.0	-90.0
-87.09981751	-86.0595676552
-90.0	-90.0
-88.2042869321	-87.3695956832
-90.0	-90.0
-86.0595676552	-88.2042869321
-90.0	-90.0
-89.0798273683	-89.0798273683
-90.0	-90.0
-87.3695956832	-87.3695956832
-90.0	-90.0
-86.8340501151	-87.3695956832
-90.0	-90.0
-87.643512651	-86.3140473542
-90.0	-90.0
-86.572167838	-87.3695956832
-90.0	-90.0
-86.8340501151	-88.2042869321
-90.0	-90.0
-87.9216988049	-87.643512651
-90.0	-90.0
-86.0595676552	-86.8340501151
-90.0	-90.0
-86.8340501151	-86.572167838
-90.0	-90.0
-86.3140473542	-87.9216988049
-90.0	-90.0
-87.3695956832	-87.9216988049
-90.0	-90.0
-85.5610580402	-87.09981751
-90.0	-90.0
-88.4914122347	-87.643512651
-90.0	-90.0
-87.09981751	-86.8340501151
-90.0	-90.0
-86.3140473542	-87.9216988049
-90.0	-90.0
-84.3704642801	-86.8340501151
-90.0	-90.0
-86.3140473542	-86.3140473542
-90.0	-90.0
-86.572167838	-86.8340501151
-90.0	-90.0
-87.09981751	-87.3695956832
-90.0	-90.0
-87.643512651	-88.2042869321
-90.0	-90.0
-85.31679751	-87.643512651
-90.0	-90.0
-86.8340501151	-87.9216988049
-90.0	-90.0
-87.09981751	-87.9216988049
-90.0	-90.0
-88.4914122347	-88.2042869321
-90.0	-90.0
-87.9216988049	-86.0595676552
-90.0	-90.0
-86.3140473542	-87.3695956832
-90.0	-90.0
-86.8340501151	-86.8340501151
-90.0	-90.0
-86.8340501151	-86.0595676552
-90.0	-90.0
-86.572167838	-85.8086100291
-90.0	-90.0
-87.643512651	-87.09981751
-90.0	-90.0
-87.9216988049	-87.643512651
-90.0	-90.0
-86.572167838	-87.09981751
-90.0	-90.0
-87.3695956832	-86.572167838
-90.0	-90.0
-86.8340501151	-87.643512651
-90.0	-90.0
-85.8086100291	-88.2042869321
-90.0	-89.6880748762
-85.8086100291	-87.09981751
-89.0798273683	-90.0
-87.09981751	-84.1410259645
-90.0	-89.6880748762
-86.8340501151	-87.09981751
-90.0	-90.0
-85.5610580402	-88.4914122347
-90.0	-90.0
-87.3695956832	-86.3140473542
-90.0	-90.0
-90.0	-90.0
-89.0798273683	-87.643512651
-90.0	-90.0
-86.3140473542	-87.3695956832
-90.0	-90.0
-85.0757164966	-88.7832123495
-90.0	-90.0
-87.09981751	-86.8340501151
-90.0	-90.0
-86.572167838	-87.9216988049
-90.0	-90.0
-86.8340501151	-87.09981751
-90.0	-90.0
-86.8340501151	-87.9216988049
-90.0	-90.0
-88.4914122347	-86.572167838
-90.0	-90.0
-87.643512651	-86.8340501151
-90.0	-90.0
-86.0595676552	-88.2042869321
-90.0	-90.0
